time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,q,p1,p2,p3,A0,A1,A2
1588870591.304088,0.32,-4.39,8.77,0.3333333333333333,0.38333333333333336,-0.6877777777777778,0.0,-0.125,0.25,261.6875,1.4375,25.625,-0.6378173828125,0.135498046875,0.176513671875,-0.7373046875,11.283535227748562,36.1924068182738,235.12002482707825
1588870591.3171206,0.31,-4.42,8.79,0.3333333333333333,0.38333333333333336,-0.6877777777777778,-0.125,-0.0625,0.0,261.6875,1.4375,25.625,-0.6378173828125,0.13555908203125,0.17657470703125,-0.7373046875,12.182427074236077,42.05642569698551,198.90731316343818
1588870591.3237176,0.31,-4.41,8.85,0.3333333333333333,0.38333333333333336,-0.6877777777777778,-0.0625,-0.0625,0.1875,261.6875,1.4375,25.6875,-0.6378173828125,0.13555908203125,0.1766357421875,-0.7373046875,12.182427074236077,42.05642569698551,198.90731316343818
1588870591.33705,0.31,-4.41,8.87,0.32,0.37666666666666665,-0.6466666666666666,-0.0625,-0.0625,0.1875,261.6875,1.4375,25.6875,-0.6378173828125,0.13555908203125,0.1766357421875,-0.7373046875,10.83930998236137,40.10394745334199,85.67446171376262
1588870591.343659,0.3,-4.42,8.91,0.32,0.37666666666666665,-0.6466666666666666,0.0625,0.0,0.0,261.6875,1.4375,25.6875,-0.6378173828125,0.13555908203125,0.17669677734375,-0.7373046875,10.83930998236137,40.10394745334199,85.67446171376262
1588870591.3558984,0.3,-4.39,8.77,0.32,0.37666666666666665,-0.6466666666666666,0.0,-0.0625,0.0625,261.6875,1.4375,25.6875,-0.6378173828125,0.13555908203125,0.17669677734375,-0.73724365234375,12.2510268153712,39.82094308317678,87.00184674641926
1588870591.3619757,0.3,-4.41,8.84,0.32,0.37666666666666665,-0.6466666666666666,-0.0625,-0.125,-0.0625,261.6875,1.4375,25.6875,-0.6378173828125,0.1356201171875,0.1767578125,-0.73724365234375,12.2510268153712,39.82094308317678,87.00184674641926
1588870591.3743227,0.31,-4.41,8.85,0.32,0.37666666666666665,-0.6466666666666666,0.0,-0.125,0.0,261.6875,1.4375,25.6875,-0.6378173828125,0.1356201171875,0.17681884765625,-0.73724365234375,11.399950395623828,40.42283755220455,87.00184674641926
1588870591.381666,0.32,-4.43,8.86,0.32666666666666666,0.39111111111111113,-0.6666666666666666,0.0,0.0,0.125,261.6875,1.4375,25.6875,-0.6378173828125,0.1356201171875,0.17681884765625,-0.73724365234375,11.399950395623828,40.42283755220455,112.10691674098037
1588870591.3958695,0.32,-4.41,8.87,0.32666666666666666,0.39111111111111113,-0.6666666666666666,0.0,-0.125,0.125,261.6875,1.4375,25.6875,-0.6378173828125,0.1356201171875,0.1768798828125,-0.73724365234375,12.182427074236077,40.74650127970809,112.10691674098037
